11/1/22,Thomas Kurowski,T,S,1,,,,,,,,,,,,
11/1/22,Thomas Kurowski,RW,B,0,,,,,,,,,,,,
11/1/22,Concordia,P,L,0,,,,,,,,,,,,
11/1/22,Skyler Twyman,LC,S,0,,,,,,,,,,,,
11/1/22,Dashiel Walker,P,L,0,,,,,,,,,,,,
11/1/22,Dashiel Walker,T,P,1,,,,,,,,,,,,
11/1/22,Concordia,P,L,0,,,,,,,,,,,,
11/1/22,Concordia,LW,S,1,,,,,,,,,,,,
11/1/22,Tola Olorode,P,L,0,,,,,,,,,,,,
11/1/22,Alex Battist,P,L,0,,,,,,,,,,,,
11/1/22,Tola Olorode,P,L,0,,,,,,,,,,,,
11/1/22,Concordia,P,F,0,,,,,,,,,,,,
11/1/22,Dashiel Walker,LW,S,0,,,,,,,,,,,,
11/1/22,Concordia,T,S,0,,,,,,,,,,,,
11/1/22,Tola Olorode,P,L,0,,,,,,,,,,,,
11/1/22,Eamonn Kenah,P,L,1,,,,,,,,,,,,
11/1/22,Concordia,LE,B,1,,,,,,,,,,,,
11/1/22,Tola Olorode,LC,S,0,,,,,,,,,,,,
11/1/22,Ben Chasin,P,L,0,,,,,,,,,,,,
11/1/22,Dashiel Walker,LW,S,1,,,,,,,,,,,,
11/1/22,Concordia,P,L,0,,,,,,,,,,,,
11/1/22,Ben Chasin,RC,S,0,,,,,,,,,,,,
11/1/22,Concordia,T,P,1,,,,,,,,,,,,
11/1/22,Dashiel Walker,LW,P,0,,,,,,,,,,,,
11/1/22,Concordia,P,L,0,,,,,,,,,,,,
11/1/22,Dashiel Walker,LC,S,1,,,,,,,,,,,,
11/1/22,Concordia,RC,S,0,,,,,,,,,,,,
11/1/22,Concordia,P,L,1,,,,,,,,,,,,
11/1/22,Concordia,P,L,0,,,,,,,,,,,,
11/1/22,Dashiel Walker,RW,S,0,,,,,,,,,,,,
11/1/22,Joe Berry,P,L,1,,,,,,,,,,,,
11/1/22,Concordia,T,S,0,,,,,,,,,,,,
11/1/22,Dashiel Walker,RB,P,0,,,,,,,,,,,,
11/1/22,Concordia,P,L,0,,,,,,,,,,,,
11/1/22,Concordia,P,H,0,,,,,,,,,,,,
11/1/22,Concordia,P,L,0,,,,,,,,,,,,
11/1/22,Concordia,P,H,0,,,,,,,,,,,,
11/1/22,Alex Battist,P,L,1,,,,,,,,,,,,
11/1/22,Eamonn Kenah,P,H,0,,,,,,,,,,,,
