,Date,Chicago,Opponent,Half,Time,Score,Team,Action,Substitution,Player,Lineup,Game,Boundary
6641,"January 21, 2022",Home,Brandeis,2,19:43,31-28,Home,"Turnover by EDO,LEONARDO",0,Leonardo Edo,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6642,"January 21, 2022",Home,Brandeis,2,19:43,31-28,Away,"Steal by HARRIS,TOBY",0,Toby Harris,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6643,"January 21, 2022",Home,Brandeis,2,19:30,31-28,Home,"Foul by HOPKINS,BRYCE",0,Bryce Hopkins,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6644,"January 21, 2022",Home,Brandeis,2,19:30,31-28,Away,"HAGERTY,NOLAN missed free throw",0,Nolan Hagerty,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6645,"January 21, 2022",Home,Brandeis,2,19:30,31-28,Away,TEAM deadball rebound,0,,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6646,"January 21, 2022",Home,Brandeis,2,19:30,32-28,Away,"HAGERTY,NOLAN made free throw",0,Nolan Hagerty,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6647,"January 21, 2022",Home,Brandeis,2,19:00,32-30,Home,"MUNSON,ZACH made layup",0,Zach Munson,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6648,"January 21, 2022",Home,Brandeis,2,18:39,32-30,Away,"HARRIS,TOBY missed 3-pt. jump shot",0,Toby Harris,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6649,"January 21, 2022",Home,Brandeis,2,18:39,32-30,Home,"MUNSON,ZACH defensive rebound",0,Zach Munson,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6650,"January 21, 2022",Home,Brandeis,2,18:11,32-30,Away,"Foul by NASSAR,SAM",0,Sam Nassar,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6651,"January 21, 2022",Home,Brandeis,2,18:11,32-31,Home,"BECKMAN,BRANDON made free throw",0,Brandon Beckman,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6652,"January 21, 2022",Home,Brandeis,2,18:11,32-32,Home,"BECKMAN,BRANDON made free throw",0,Brandon Beckman,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6653,"January 21, 2022",Home,Brandeis,2,18:11,32-32,Away,"JONES,CHANDLER enters the game",1,Chandler Jones,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6654,"January 21, 2022",Home,Brandeis,2,18:11,32-32,Away,"HAGERTY,NOLAN goes to the bench",1,Nolan Hagerty,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6655,"January 21, 2022",Home,Brandeis,2,18:11,32-32,Home,"MARTIN,RYAN enters the game",1,Ryan Martin,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6656,"January 21, 2022",Home,Brandeis,2,18:11,32-32,Home,"PASCHAL,ELLIOT enters the game",1,Elliot Paschal,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6657,"January 21, 2022",Home,Brandeis,2,18:11,32-32,Home,"BRYAN,ALEC enters the game",1,Alec Bryan,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6658,"January 21, 2022",Home,Brandeis,2,18:11,32-32,Home,"HOPKINS,BRYCE goes to the bench",1,Bryce Hopkins,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin, Zach Munson",14,0
6659,"January 21, 2022",Home,Brandeis,2,18:11,32-32,Home,"MUNSON,ZACH goes to the bench",1,Zach Munson,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo, Ryan Martin",14,0
6660,"January 21, 2022",Home,Brandeis,2,18:11,32-32,Home,"MARTIN,RYAN goes to the bench",1,Ryan Martin,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6661,"January 21, 2022",Home,Brandeis,2,17:53,34-32,Away,"HARRIS,TOBY made layup",0,Toby Harris,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6662,"January 21, 2022",Home,Brandeis,2,17:53,34-32,Away,"Assist by NASSAR,SAM",0,Sam Nassar,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6663,"January 21, 2022",Home,Brandeis,2,17:33,34-32,Home,"BECKMAN,BRANDON missed jump shot",0,Brandon Beckman,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6664,"January 21, 2022",Home,Brandeis,2,17:33,34-32,Home,"MARTIN,RYAN offensive rebound",0,Ryan Martin,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6665,"January 21, 2022",Home,Brandeis,2,17:26,34-32,Home,"BECKMAN,BRANDON missed 3-pt. jump shot",0,Brandon Beckman,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6666,"January 21, 2022",Home,Brandeis,2,17:26,34-32,Away,"JONES,CHANDLER defensive rebound",0,Chandler Jones,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6667,"January 21, 2022",Home,Brandeis,2,17:19,37-32,Away,"JONES,CHANDLER made 3-pt. jump shot",0,Chandler Jones,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6668,"January 21, 2022",Home,Brandeis,2,17:04,37-32,Home,"BRYAN,ALEC missed 3-pt. jump shot",0,Alec Bryan,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6669,"January 21, 2022",Home,Brandeis,2,17:04,37-32,Away,"SAWYER,COLLIN defensive rebound",0,Collin Sawyer,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6670,"January 21, 2022",Home,Brandeis,2,16:39,40-32,Away,"EASTMAN,TOMMY made 3-pt. jump shot",0,Tommy Eastman,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6671,"January 21, 2022",Home,Brandeis,2,16:39,40-32,Away,"Assist by NASSAR,SAM",0,Sam Nassar,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6672,"January 21, 2022",Home,Brandeis,2,16:19,40-32,Away,"Foul by NASSAR,SAM",0,Sam Nassar,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6673,"January 21, 2022",Home,Brandeis,2,16:19,40-32,Away,"PEREZ,DAVID enters the game",1,David Perez,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6674,"January 21, 2022",Home,Brandeis,2,16:19,40-32,Away,"POWER,RYAN enters the game",1,Ryan Power,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6675,"January 21, 2022",Home,Brandeis,2,16:19,40-32,Away,"NASSAR,SAM goes to the bench",1,Sam Nassar,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6676,"January 21, 2022",Home,Brandeis,2,16:19,40-32,Away,"SAWYER,COLLIN goes to the bench",1,Collin Sawyer,"Alec Bryan, Brandon Beckman, Elliot Paschal, Leonardo Edo",14,0
6677,"January 21, 2022",Home,Brandeis,2,16:19,40-32,Home,"HOPKINS,BRYCE enters the game",1,Bryce Hopkins,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Leonardo Edo",14,0
6678,"January 21, 2022",Home,Brandeis,2,16:19,40-32,Home,"EDO,LEONARDO goes to the bench",1,Leonardo Edo,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6679,"January 21, 2022",Home,Brandeis,2,16:10,40-32,Home,"MARTIN,RYAN missed 3-pt. jump shot",0,Ryan Martin,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6680,"January 21, 2022",Home,Brandeis,2,16:10,40-32,Away,"JONES,CHANDLER defensive rebound",0,Chandler Jones,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6681,"January 21, 2022",Home,Brandeis,2,16:03,43-32,Away,"HARRIS,TOBY made 3-pt. jump shot",0,Toby Harris,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6682,"January 21, 2022",Home,Brandeis,2,16:03,43-32,Away,"Assist by JONES,CHANDLER",0,Chandler Jones,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6683,"January 21, 2022",Home,Brandeis,2,15:43,43-32,Home,"Turnover by MARTIN,RYAN",0,Ryan Martin,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6684,"January 21, 2022",Home,Brandeis,2,15:42,43-32,Away,"Steal by JONES,CHANDLER",0,Chandler Jones,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6685,"January 21, 2022",Home,Brandeis,2,15:20,43-32,Away,"EASTMAN,TOMMY missed layup",0,Tommy Eastman,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6686,"January 21, 2022",Home,Brandeis,2,15:20,43-32,Home,"BECKMAN,BRANDON defensive rebound",0,Brandon Beckman,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6687,"January 21, 2022",Home,Brandeis,2,15:04,43-32,Home,"Turnover by BECKMAN,BRANDON",0,Brandon Beckman,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6688,"January 21, 2022",Home,Brandeis,2,15:03,43-32,Away,"Steal by EASTMAN,TOMMY",0,Tommy Eastman,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6689,"January 21, 2022",Home,Brandeis,2,15:00,43-32,Home,"Foul by BRYAN,ALEC",0,Alec Bryan,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6690,"January 21, 2022",Home,Brandeis,2,15:00,43-32,Away,"EASTMAN,TOMMY missed free throw",0,Tommy Eastman,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6691,"January 21, 2022",Home,Brandeis,2,15:00,43-32,Away,TEAM deadball rebound,0,,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6692,"January 21, 2022",Home,Brandeis,2,15:00,44-32,Away,"EASTMAN,TOMMY made free throw",0,Tommy Eastman,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6693,"January 21, 2022",Home,Brandeis,2,15:00,44-32,Away,"HAGERTY,NOLAN enters the game",1,Nolan Hagerty,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6694,"January 21, 2022",Home,Brandeis,2,15:00,44-32,Away,"JUSTICE,DARRET enters the game",1,Darret Justice,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6695,"January 21, 2022",Home,Brandeis,2,15:00,44-32,Away,"EASTMAN,TOMMY goes to the bench",1,Tommy Eastman,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6696,"January 21, 2022",Home,Brandeis,2,15:00,44-32,Away,"HARRIS,TOBY goes to the bench",1,Toby Harris,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal",14,0
6697,"January 21, 2022",Home,Brandeis,2,15:00,44-32,Home,"KUROWSKI,THOMAS enters the game",1,Thomas Kurowski,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Thomas Kurowski",14,0
6698,"January 21, 2022",Home,Brandeis,2,15:00,44-32,Home,"MUNSON,ZACH enters the game",1,Zach Munson,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Thomas Kurowski, Zach Munson",14,0
6699,"January 21, 2022",Home,Brandeis,2,15:00,44-32,Home,"OZTURK,KEREM enters the game",1,Kerem Öztürk,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6700,"January 21, 2022",Home,Brandeis,2,15:00,44-32,Home,"MARTIN,RYAN goes to the bench",1,Ryan Martin,"Alec Bryan, Brandon Beckman, Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6701,"January 21, 2022",Home,Brandeis,2,15:00,44-32,Home,"BECKMAN,BRANDON goes to the bench",1,Brandon Beckman,"Alec Bryan, Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6702,"January 21, 2022",Home,Brandeis,2,15:00,44-32,Home,"BRYAN,ALEC goes to the bench",1,Alec Bryan,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6703,"January 21, 2022",Home,Brandeis,2,14:46,44-32,Away,"Foul by POWER,RYAN",0,Ryan Power,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6704,"January 21, 2022",Home,Brandeis,2,14:33,44-32,Home,"OZTURK,KEREM missed 3-pt. jump shot",0,Kerem Öztürk,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6705,"January 21, 2022",Home,Brandeis,2,14:33,44-32,Away,"PEREZ,DAVID defensive rebound",0,David Perez,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6706,"January 21, 2022",Home,Brandeis,2,14:26,44-32,Away,"Turnover by PEREZ,DAVID",0,David Perez,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6707,"January 21, 2022",Home,Brandeis,2,14:24,44-32,Home,"Steal by HOPKINS,BRYCE",0,Bryce Hopkins,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6708,"January 21, 2022",Home,Brandeis,2,14:11,44-34,Home,"MUNSON,ZACH made layup",0,Zach Munson,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6709,"January 21, 2022",Home,Brandeis,2,14:11,44-34,Home,"Assist by OZTURK,KEREM",0,Kerem Öztürk,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6710,"January 21, 2022",Home,Brandeis,2,14:11,44-34,Away,"Foul by HAGERTY,NOLAN",0,Nolan Hagerty,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6711,"January 21, 2022",Home,Brandeis,2,14:11,44-35,Home,"MUNSON,ZACH made free throw",0,Zach Munson,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6712,"January 21, 2022",Home,Brandeis,2,14:11,44-35,Away,"SAWYER,COLLIN enters the game",1,Collin Sawyer,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6713,"January 21, 2022",Home,Brandeis,2,14:11,44-35,Away,"POWER,RYAN goes to the bench",1,Ryan Power,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6714,"January 21, 2022",Home,Brandeis,2,13:56,46-35,Away,"HAGERTY,NOLAN made layup",0,Nolan Hagerty,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6715,"January 21, 2022",Home,Brandeis,2,13:56,46-35,Away,"Assist by JONES,CHANDLER",0,Chandler Jones,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6716,"January 21, 2022",Home,Brandeis,2,13:39,46-37,Home,"MUNSON,ZACH made jump shot",0,Zach Munson,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6717,"January 21, 2022",Home,Brandeis,2,13:18,46-37,Away,"JONES,CHANDLER missed layup",0,Chandler Jones,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6718,"January 21, 2022",Home,Brandeis,2,13:18,46-37,Away,"JONES,CHANDLER offensive rebound",0,Chandler Jones,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6719,"January 21, 2022",Home,Brandeis,2,13:15,46-37,Away,"JONES,CHANDLER missed layup",0,Chandler Jones,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6720,"January 21, 2022",Home,Brandeis,2,13:15,46-37,Home,"MUNSON,ZACH defensive rebound",0,Zach Munson,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6721,"January 21, 2022",Home,Brandeis,2,12:57,46-37,Away,"Foul by HAGERTY,NOLAN",0,Nolan Hagerty,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6722,"January 21, 2022",Home,Brandeis,2,12:57,46-37,Home,"MUNSON,ZACH missed free throw",0,Zach Munson,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6723,"January 21, 2022",Home,Brandeis,2,12:57,46-37,Home,TEAM deadball rebound,0,,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6724,"January 21, 2022",Home,Brandeis,2,12:57,46-38,Home,"MUNSON,ZACH made free throw",0,Zach Munson,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6725,"January 21, 2022",Home,Brandeis,2,12:57,46-38,Away,"EASTMAN,TOMMY enters the game",1,Tommy Eastman,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6726,"January 21, 2022",Home,Brandeis,2,12:57,46-38,Away,"NASSAR,SAM enters the game",1,Sam Nassar,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6727,"January 21, 2022",Home,Brandeis,2,12:57,46-38,Away,"HAGERTY,NOLAN goes to the bench",1,Nolan Hagerty,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6728,"January 21, 2022",Home,Brandeis,2,12:57,46-38,Away,"PEREZ,DAVID goes to the bench",1,David Perez,"Bryce Hopkins, Elliot Paschal, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6729,"January 21, 2022",Home,Brandeis,2,12:57,46-38,Home,"PIOTROWSKI,JACKSON enters the game",1,Jackson Piotrowski,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski, Zach Munson",14,0
6730,"January 21, 2022",Home,Brandeis,2,12:57,46-38,Home,"MUNSON,ZACH goes to the bench",1,Zach Munson,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski",14,0
6731,"January 21, 2022",Home,Brandeis,2,12:36,46-38,Away,"EASTMAN,TOMMY missed layup",0,Tommy Eastman,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski",14,0
6732,"January 21, 2022",Home,Brandeis,2,12:36,46-38,Away,"JONES,CHANDLER offensive rebound",0,Chandler Jones,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski",14,0
6733,"January 21, 2022",Home,Brandeis,2,12:30,48-38,Away,"EASTMAN,TOMMY made layup",0,Tommy Eastman,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski",14,0
6734,"January 21, 2022",Home,Brandeis,2,12:14,48-38,Home,"KUROWSKI,THOMAS missed 3-pt. jump shot",0,Thomas Kurowski,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski",14,0
6735,"January 21, 2022",Home,Brandeis,2,12:14,48-38,Away,TEAM defensive rebound,0,,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski",14,0
6736,"January 21, 2022",Home,Brandeis,2,12:13,48-38,Home,30SEC TIMEOUT by Chicago,0,,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski",14,0
6737,"January 21, 2022",Home,Brandeis,2,12:13,48-38,Away,"HARRIS,TOBY enters the game",1,Toby Harris,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski",14,0
6738,"January 21, 2022",Home,Brandeis,2,12:13,48-38,Away,"JONES,CHANDLER goes to the bench",1,Chandler Jones,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski",14,0
6739,"January 21, 2022",Home,Brandeis,2,11:58,48-38,Away,"Turnover by EASTMAN,TOMMY",0,Tommy Eastman,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski",14,0
6740,"January 21, 2022",Home,Brandeis,2,11:58,48-38,Away,"CLAMAGE,AUSTIN enters the game",1,Austin Clamage,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski",14,0
6741,"January 21, 2022",Home,Brandeis,2,11:58,48-38,Away,"JUSTICE,DARRET goes to the bench",1,Darret Justice,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Thomas Kurowski",14,0
6742,"January 21, 2022",Home,Brandeis,2,11:58,48-38,Home,"MARTIN,RYAN enters the game",1,Ryan Martin,"Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Ryan Martin, Thomas Kurowski",14,0
6743,"January 21, 2022",Home,Brandeis,2,11:58,48-38,Home,"BECKMAN,BRANDON enters the game",1,Brandon Beckman,"Brandon Beckman, Bryce Hopkins, Elliot Paschal, Jackson Piotrowski, Kerem Öztürk, Ryan Martin, Thomas Kurowski",14,0
6744,"January 21, 2022",Home,Brandeis,2,11:58,48-38,Home,"PASCHAL,ELLIOT goes to the bench",1,Elliot Paschal,"Brandon Beckman, Bryce Hopkins, Jackson Piotrowski, Kerem Öztürk, Ryan Martin, Thomas Kurowski",14,0
6745,"January 21, 2022",Home,Brandeis,2,11:58,48-38,Home,"OZTURK,KEREM goes to the bench",1,Kerem Öztürk,"Brandon Beckman, Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Thomas Kurowski",14,0
6746,"January 21, 2022",Home,Brandeis,2,11:42,48-38,Home,"PIOTROWSKI,JACKSON missed jump shot",0,Jackson Piotrowski,"Brandon Beckman, Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Thomas Kurowski",14,0
6747,"January 21, 2022",Home,Brandeis,2,11:42,48-38,Away,"EASTMAN,TOMMY defensive rebound",0,Tommy Eastman,"Brandon Beckman, Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Thomas Kurowski",14,0
6748,"January 21, 2022",Home,Brandeis,2,11:30,48-38,Home,"Foul by HOPKINS,BRYCE",0,Bryce Hopkins,"Brandon Beckman, Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Thomas Kurowski",14,0
6749,"January 21, 2022",Home,Brandeis,2,11:30,49-38,Away,"SAWYER,COLLIN made free throw",0,Collin Sawyer,"Brandon Beckman, Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Thomas Kurowski",14,0
6750,"January 21, 2022",Home,Brandeis,2,11:30,50-38,Away,"SAWYER,COLLIN made free throw",0,Collin Sawyer,"Brandon Beckman, Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Thomas Kurowski",14,0
6751,"January 21, 2022",Home,Brandeis,2,11:30,50-38,Away,"BROWN,TERRELL enters the game",1,Terrell Brown,"Brandon Beckman, Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Thomas Kurowski",14,0
6752,"January 21, 2022",Home,Brandeis,2,11:30,50-38,Away,"NASSAR,SAM goes to the bench",1,Sam Nassar,"Brandon Beckman, Bryce Hopkins, Jackson Piotrowski, Ryan Martin, Thomas Kurowski",14,0
6753,"January 21, 2022",Home,Brandeis,2,11:30,50-38,Home,"EDO,LEONARDO enters the game",1,Leonardo Edo,"Brandon Beckman, Bryce Hopkins, Jackson Piotrowski, Leonardo Edo, Ryan Martin, Thomas Kurowski",14,0
6754,"January 21, 2022",Home,Brandeis,2,11:30,50-38,Home,"PIOTROWSKI,JACKSON goes to the bench",1,Jackson Piotrowski,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Thomas Kurowski",14,0
6755,"January 21, 2022",Home,Brandeis,2,11:13,50-38,Home,"MARTIN,RYAN missed layup",0,Ryan Martin,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Thomas Kurowski",14,0
6756,"January 21, 2022",Home,Brandeis,2,11:13,50-38,Away,"EASTMAN,TOMMY defensive rebound",0,Tommy Eastman,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Thomas Kurowski",14,0
6757,"January 21, 2022",Home,Brandeis,2,11:06,50-38,Away,"HARRIS,TOBY missed 3-pt. jump shot",0,Toby Harris,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Thomas Kurowski",14,0
6758,"January 21, 2022",Home,Brandeis,2,11:06,50-38,Home,"KUROWSKI,THOMAS defensive rebound",0,Thomas Kurowski,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Thomas Kurowski",14,0
6759,"January 21, 2022",Home,Brandeis,2,11:03,50-38,Away,"Foul by SAWYER,COLLIN",0,Collin Sawyer,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Thomas Kurowski",14,0
6760,"January 21, 2022",Home,Brandeis,2,10:47,50-38,Home,"Turnover by KUROWSKI,THOMAS",0,Thomas Kurowski,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Thomas Kurowski",14,0
6761,"January 21, 2022",Home,Brandeis,2,10:45,50-38,Away,"Steal by HARRIS,TOBY",0,Toby Harris,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Thomas Kurowski",14,0
6762,"January 21, 2022",Home,Brandeis,2,10:25,52-38,Away,"EASTMAN,TOMMY made jump shot",0,Tommy Eastman,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Thomas Kurowski",14,0
6763,"January 21, 2022",Home,Brandeis,2,10:25,52-38,Away,"Assist by HARRIS,TOBY",0,Toby Harris,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Thomas Kurowski",14,0
6764,"January 21, 2022",Home,Brandeis,2,10:04,52-40,Home,"EDO,LEONARDO made layup",0,Leonardo Edo,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Thomas Kurowski",14,0
6765,"January 21, 2022",Home,Brandeis,2,10:04,52-40,Home,"Assist by BECKMAN,BRANDON",0,Brandon Beckman,"Brandon Beckman, Bryce Hopkins, Leonardo Edo, Ryan Martin, Thomas Kurowski",14,0
