,Date,Chicago,Opponent,Half,Time,Score,Team,Action,Substitution,Player,Lineup,Points,Game,length
2625,"November 27, 2022",Home,Carthage,2,06:12,24-26,Home,"BRODNIK,MALLORY made free throw",0,Mallory Brodnik,"Mallory Brodnik, Ellie Gross, Ashley Gao, Marissa Powe, Bella Alfaro",1,6,
2626,"November 27, 2022",Home,Carthage,2,06:12,24-27,Home,"BRODNIK,MALLORY made free throw",0,Mallory Brodnik,"Mallory Brodnik, Ellie Gross, Ashley Gao, Marissa Powe, Bella Alfaro",1,6,
2627,"November 27, 2022",Home,Carthage,2,06:12,24-27,Home,"BRODNIK,MALLORY goes to the bench",1,Mallory Brodnik,"Ellie Gross, Ashley Gao, Marissa Powe, Bella Alfaro",0,6,
2628,"November 27, 2022",Home,Carthage,2,06:12,24-27,Home,"CARTER,LINDSEY enters the game",1,Lindsey Carter,"Ellie Gross, Ashley Gao, Marissa Powe, Bella Alfaro, Lindsey Carter",0,6,
2629,"November 27, 2022",Home,Carthage,2,05:56,24-27,Home,"Foul by GAO,ASHLEY",0,Ashley Gao,"Ellie Gross, Ashley Gao, Marissa Powe, Bella Alfaro, Lindsey Carter",0,6,
2630,"November 27, 2022",Home,Carthage,2,05:56,24-27,Away,"THISTLE,EMMA goes to the bench",1,Emma Thistle,"Ellie Gross, Ashley Gao, Marissa Powe, Bella Alfaro, Lindsey Carter",0,6,
2631,"November 27, 2022",Home,Carthage,2,05:56,24-27,Away,"ESTER,AYANNA enters the game",1,Ayanna Ester,"Ellie Gross, Ashley Gao, Marissa Powe, Bella Alfaro, Lindsey Carter",0,6,
2632,"November 27, 2022",Home,Carthage,2,05:56,24-27,Home,"GAO,ASHLEY goes to the bench",1,Ashley Gao,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter",0,6,
2633,"November 27, 2022",Home,Carthage,2,05:56,24-27,Home,"HYNES,GRACE enters the game",1,Grace Hynes,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2634,"November 27, 2022",Home,Carthage,2,05:56,24-27,Away,"OROZCO,ALYSSA missed free throw",0,Alyssa Orozco,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2635,"November 27, 2022",Home,Carthage,2,05:56,24-27,Away,TEAM deadball rebound,0,,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2636,"November 27, 2022",Home,Carthage,2,05:56,25-27,Away,"OROZCO,ALYSSA made free throw",0,Alyssa Orozco,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",1,6,
2637,"November 27, 2022",Home,Carthage,2,05:39,25-27,Home,"HYNES,GRACE missed 3-pt. jump shot",0,Grace Hynes,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2638,"November 27, 2022",Home,Carthage,2,05:36,25-27,Away,"MORRISSEY,MARIANNA defensive rebound",0,Marianna Morrissey,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2639,"November 27, 2022",Home,Carthage,2,05:16,25-27,Home,"Foul by ALFARO,BELLA",0,Bella Alfaro,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2640,"November 27, 2022",Home,Carthage,2,05:16,26-27,Away,"KNIGHT,LAUREN made free throw",0,Lauren Knight,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",1,6,
2641,"November 27, 2022",Home,Carthage,2,05:15,27-27,Away,"KNIGHT,LAUREN made free throw",0,Lauren Knight,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",1,6,
2642,"November 27, 2022",Home,Carthage,2,04:48,27-29,Home,"HYNES,GRACE made jump shot",0,Grace Hynes,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",2,6,
2643,"November 27, 2022",Home,Carthage,2,04:15,27-29,Away,"KNIGHT,LAUREN missed 3-pt. jump shot",0,Lauren Knight,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2644,"November 27, 2022",Home,Carthage,2,04:11,27-29,Home,"CARTER,LINDSEY defensive rebound",0,Lindsey Carter,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2645,"November 27, 2022",Home,Carthage,2,04:00,27-32,Home,"HYNES,GRACE made 3-pt. jump shot",0,Grace Hynes,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",3,6,
2646,"November 27, 2022",Home,Carthage,2,04:00,27-32,Home,"Assist by ALFARO,BELLA",0,Bella Alfaro,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2647,"November 27, 2022",Home,Carthage,2,04:00,27-32,Away,30SEC TIMEOUT by Carthage,0,,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2648,"November 27, 2022",Home,Carthage,2,04:00,27-32,Away,"BARRETT,BRIDGET goes to the bench",1,Bridget Barrett,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2649,"November 27, 2022",Home,Carthage,2,04:00,27-32,Away,"OROZCO,ALYSSA goes to the bench",1,Alyssa Orozco,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2650,"November 27, 2022",Home,Carthage,2,04:00,27-32,Away,"ANTOINE,DESTINY enters the game",1,Destiny Antoine,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2651,"November 27, 2022",Home,Carthage,2,04:00,27-32,Away,"KNEBEL,ELENA enters the game",1,Elena Knebel,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2652,"November 27, 2022",Home,Carthage,2,03:44,27-32,Away,"ESTER,AYANNA missed 3-pt. jump shot",0,Ayanna Ester,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2653,"November 27, 2022",Home,Carthage,2,03:41,27-32,Home,"CARTER,LINDSEY defensive rebound",0,Lindsey Carter,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2654,"November 27, 2022",Home,Carthage,2,03:30,27-32,Home,"GROSS,ELLIE missed 3-pt. jump shot",0,Ellie Gross,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2655,"November 27, 2022",Home,Carthage,2,03:26,27-32,Home,"HYNES,GRACE offensive rebound",0,Grace Hynes,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2656,"November 27, 2022",Home,Carthage,2,03:26,27-32,Home,"Turnover by CARTER,LINDSEY",0,Lindsey Carter,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2657,"November 27, 2022",Home,Carthage,2,03:26,27-32,Away,"Steal by MORRISSEY,MARIANNA",0,Marianna Morrissey,"Ellie Gross, Marissa Powe, Bella Alfaro, Lindsey Carter, Grace Hynes",0,6,
2658,"November 27, 2022",Home,Carthage,2,03:26,27-32,Home,"CARTER,LINDSEY goes to the bench",1,Lindsey Carter,"Ellie Gross, Marissa Powe, Bella Alfaro, Grace Hynes",0,6,
2659,"November 27, 2022",Home,Carthage,2,03:26,27-32,Home,"BRODNIK,MALLORY enters the game",1,Mallory Brodnik,"Ellie Gross, Marissa Powe, Bella Alfaro, Grace Hynes, Mallory Brodnik",0,6,
2660,"November 27, 2022",Home,Carthage,2,03:02,27-32,Away,"MORRISSEY,MARIANNA missed jump shot",0,Marianna Morrissey,"Ellie Gross, Marissa Powe, Bella Alfaro, Grace Hynes, Mallory Brodnik",0,6,
2661,"November 27, 2022",Home,Carthage,2,03:02,27-32,Home,"Block by HYNES,GRACE",0,Grace Hynes,"Ellie Gross, Marissa Powe, Bella Alfaro, Grace Hynes, Mallory Brodnik",0,6,
2662,"November 27, 2022",Home,Carthage,2,02:56,27-32,Home,"GROSS,ELLIE defensive rebound",0,Ellie Gross,"Ellie Gross, Marissa Powe, Bella Alfaro, Grace Hynes, Mallory Brodnik",0,6,
2663,"November 27, 2022",Home,Carthage,2,02:50,27-32,Home,"Turnover by POWE,MARISSA",0,Marissa Powe,"Ellie Gross, Marissa Powe, Bella Alfaro, Grace Hynes, Mallory Brodnik",0,6,
2664,"November 27, 2022",Home,Carthage,2,02:41,27-32,Away,"Turnover by KNEBEL,ELENA",0,Elena Knebel,"Ellie Gross, Marissa Powe, Bella Alfaro, Grace Hynes, Mallory Brodnik",0,6,
2665,"November 27, 2022",Home,Carthage,2,02:41,27-32,Home,"Steal by GROSS,ELLIE",0,Ellie Gross,"Ellie Gross, Marissa Powe, Bella Alfaro, Grace Hynes, Mallory Brodnik",0,6,
2666,"November 27, 2022",Home,Carthage,2,02:34,27-32,Home,"HYNES,GRACE missed jump shot",0,Grace Hynes,"Ellie Gross, Marissa Powe, Bella Alfaro, Grace Hynes, Mallory Brodnik",0,6,
2667,"November 27, 2022",Home,Carthage,2,02:32,27-32,Away,"KNEBEL,ELENA defensive rebound",0,Elena Knebel,"Ellie Gross, Marissa Powe, Bella Alfaro, Grace Hynes, Mallory Brodnik",0,6,
2668,"November 27, 2022",Home,Carthage,2,02:29,27-32,Away,"Turnover by KNIGHT,LAUREN",0,Lauren Knight,"Ellie Gross, Marissa Powe, Bella Alfaro, Grace Hynes, Mallory Brodnik",0,6,
2669,"November 27, 2022",Home,Carthage,2,02:29,27-32,Home,"ALFARO,BELLA goes to the bench",1,Bella Alfaro,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik",0,6,
2670,"November 27, 2022",Home,Carthage,2,02:29,27-32,Home,"NORTH,SOPHIA enters the game",1,Sophia North,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",0,6,
2671,"November 27, 2022",Home,Carthage,2,02:13,27-34,Home,"BRODNIK,MALLORY made layup",0,Mallory Brodnik,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",2,6,
2672,"November 27, 2022",Home,Carthage,2,02:13,27-34,Home,"Assist by POWE,MARISSA",0,Marissa Powe,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",0,6,
2673,"November 27, 2022",Home,Carthage,2,01:55,27-34,Away,"Turnover by ANTOINE,DESTINY",0,Destiny Antoine,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",0,6,
2674,"November 27, 2022",Home,Carthage,2,01:55,27-34,Home,"Steal by BRODNIK,MALLORY",0,Mallory Brodnik,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",0,6,
2675,"November 27, 2022",Home,Carthage,2,01:42,27-34,Away,"Foul by KNEBEL,ELENA",0,Elena Knebel,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",0,6,
2676,"November 27, 2022",Home,Carthage,2,01:42,27-34,Away,"ANTOINE,DESTINY goes to the bench",1,Destiny Antoine,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",0,6,
2677,"November 27, 2022",Home,Carthage,2,01:42,27-34,Away,"EBELING,ADDISON enters the game",1,Addison Ebeling,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",0,6,
2678,"November 27, 2022",Home,Carthage,2,01:42,27-35,Home,"BRODNIK,MALLORY made free throw",0,Mallory Brodnik,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",1,6,
2679,"November 27, 2022",Home,Carthage,2,01:42,27-36,Home,"BRODNIK,MALLORY made free throw",0,Mallory Brodnik,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",1,6,
2680,"November 27, 2022",Home,Carthage,2,01:19,30-36,Away,"EBELING,ADDISON made 3-pt. jump shot",0,Addison Ebeling,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",3,6,
2681,"November 27, 2022",Home,Carthage,2,01:19,30-36,Away,"Assist by KNEBEL,ELENA",0,Elena Knebel,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",0,6,
2682,"November 27, 2022",Home,Carthage,2,00:57,30-36,Home,"HYNES,GRACE missed jump shot",0,Grace Hynes,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",0,6,
2683,"November 27, 2022",Home,Carthage,2,00:53,30-36,Away,"EBELING,ADDISON defensive rebound",0,Addison Ebeling,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",0,6,
2684,"November 27, 2022",Home,Carthage,2,00:44,32-36,Away,"ESTER,AYANNA made layup",0,Ayanna Ester,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",2,6,
2685,"November 27, 2022",Home,Carthage,2,00:33,32-36,Home,"Turnover by POWE,MARISSA",0,Marissa Powe,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",0,6,
2686,"November 27, 2022",Home,Carthage,2,00:07,34-36,Away,"KNIGHT,LAUREN made layup",0,Lauren Knight,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",2,6,
2687,"November 27, 2022",Home,Carthage,2,00:02,34-36,Home,"GROSS,ELLIE missed 3-pt. jump shot",0,Ellie Gross,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",0,6,
2688,"November 27, 2022",Home,Carthage,2,00:02,34-36,Away,TEAM deadball rebound,0,,"Ellie Gross, Marissa Powe, Grace Hynes, Mallory Brodnik, Sophia North",0,6,
2689,"November 27, 2022",Home,Carthage,3,10:00,34-36,Away,"EBELING,ADDISON goes to the bench",1,Addison Ebeling,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2690,"November 27, 2022",Home,Carthage,3,10:00,34-36,Away,"MORRISSEY,MARIANNA goes to the bench",1,Marianna Morrissey,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2691,"November 27, 2022",Home,Carthage,3,10:00,34-36,Away,"SPEAR,MARGUERET enters the game",1,Margueret Spear,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2692,"November 27, 2022",Home,Carthage,3,10:00,34-36,Away,"BARRETT,BRIDGET enters the game",1,Bridget Barrett,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2693,"November 27, 2022",Home,Carthage,3,09:51,34-36,Home,"BRODNIK,MALLORY missed layup",0,Mallory Brodnik,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2694,"November 27, 2022",Home,Carthage,3,09:46,34-36,Away,"BARRETT,BRIDGET defensive rebound",0,Bridget Barrett,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2695,"November 27, 2022",Home,Carthage,3,09:35,37-36,Away,"ESTER,AYANNA made 3-pt. jump shot",0,Ayanna Ester,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",3,6,
2696,"November 27, 2022",Home,Carthage,3,09:18,37-36,Home,"Turnover by POWE,MARISSA",0,Marissa Powe,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2697,"November 27, 2022",Home,Carthage,3,09:18,37-36,Away,"Steal by ESTER,AYANNA",0,Ayanna Ester,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2698,"November 27, 2022",Home,Carthage,3,09:11,37-36,Away,"SPEAR,MARGUERET missed 3-pt. jump shot",0,Margueret Spear,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2699,"November 27, 2022",Home,Carthage,3,09:05,37-36,Away,"BARRETT,BRIDGET offensive rebound",0,Bridget Barrett,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2700,"November 27, 2022",Home,Carthage,3,08:54,37-36,Away,"KNEBEL,ELENA missed jump shot",0,Elena Knebel,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2701,"November 27, 2022",Home,Carthage,3,08:51,37-36,Home,"HYNES,GRACE defensive rebound",0,Grace Hynes,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2702,"November 27, 2022",Home,Carthage,3,08:40,37-38,Home,"HYNES,GRACE made layup",0,Grace Hynes,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",2,6,
2703,"November 27, 2022",Home,Carthage,3,08:12,37-38,Home,"Foul by NORTH,SOPHIA",0,Sophia North,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2704,"November 27, 2022",Home,Carthage,3,08:12,37-38,Away,"BARRETT,BRIDGET missed free throw",0,Bridget Barrett,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2705,"November 27, 2022",Home,Carthage,3,08:12,37-38,Away,TEAM deadball rebound,0,,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2706,"November 27, 2022",Home,Carthage,3,08:12,38-38,Away,"BARRETT,BRIDGET made free throw",0,Bridget Barrett,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",1,6,
2707,"November 27, 2022",Home,Carthage,3,08:04,38-38,Home,"GROSS,ELLIE missed 3-pt. jump shot",0,Ellie Gross,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2708,"November 27, 2022",Home,Carthage,3,08:00,38-38,Away,TEAM defensive rebound,0,,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2709,"November 27, 2022",Home,Carthage,3,07:44,38-38,Away,"Turnover by BARRETT,BRIDGET",0,Bridget Barrett,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2710,"November 27, 2022",Home,Carthage,3,07:29,38-38,Home,"NORTH,SOPHIA missed 3-pt. jump shot",0,Sophia North,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2711,"November 27, 2022",Home,Carthage,3,07:26,38-38,Away,"KNEBEL,ELENA defensive rebound",0,Elena Knebel,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2712,"November 27, 2022",Home,Carthage,3,07:18,38-38,Away,"KNIGHT,LAUREN missed 3-pt. jump shot",0,Lauren Knight,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2713,"November 27, 2022",Home,Carthage,3,07:14,38-38,Home,"GROSS,ELLIE defensive rebound",0,Ellie Gross,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2714,"November 27, 2022",Home,Carthage,3,06:54,38-38,Away,"Foul by BARRETT,BRIDGET",0,Bridget Barrett,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2715,"November 27, 2022",Home,Carthage,3,06:42,38-41,Home,"POWE,MARISSA made 3-pt. jump shot",0,Marissa Powe,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",3,6,
2716,"November 27, 2022",Home,Carthage,3,06:42,38-41,Home,"Assist by GROSS,ELLIE",0,Ellie Gross,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2717,"November 27, 2022",Home,Carthage,3,06:10,38-41,Away,"KNEBEL,ELENA missed jump shot",0,Elena Knebel,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2718,"November 27, 2022",Home,Carthage,3,06:07,38-41,Home,"POWE,MARISSA defensive rebound",0,Marissa Powe,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2719,"November 27, 2022",Home,Carthage,3,06:00,38-41,Away,"Foul by SPEAR,MARGUERET",0,Margueret Spear,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Sophia North",0,6,
2720,"November 27, 2022",Home,Carthage,3,06:00,38-41,Home,"NORTH,SOPHIA goes to the bench",1,Sophia North,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes",0,6,
2721,"November 27, 2022",Home,Carthage,3,06:00,38-41,Home,"GAO,ASHLEY enters the game",1,Ashley Gao,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Ashley Gao",0,6,
2722,"November 27, 2022",Home,Carthage,3,06:00,38-41,Away,"SPEAR,MARGUERET goes to the bench",1,Margueret Spear,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Ashley Gao",0,6,
2723,"November 27, 2022",Home,Carthage,3,06:00,38-41,Away,"KNEBEL,ELENA goes to the bench",1,Elena Knebel,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Ashley Gao",0,6,
2724,"November 27, 2022",Home,Carthage,3,06:00,38-41,Away,"EBELING,ADDISON enters the game",1,Addison Ebeling,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Ashley Gao",0,6,
2725,"November 27, 2022",Home,Carthage,3,06:00,38-41,Away,"MORRISSEY,MARIANNA enters the game",1,Marianna Morrissey,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Ashley Gao",0,6,
2726,"November 27, 2022",Home,Carthage,3,05:53,38-41,Home,"GAO,ASHLEY missed jump shot",0,Ashley Gao,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Ashley Gao",0,6,
2727,"November 27, 2022",Home,Carthage,3,05:46,38-41,Away,"KNIGHT,LAUREN defensive rebound",0,Lauren Knight,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Ashley Gao",0,6,
2728,"November 27, 2022",Home,Carthage,3,05:40,38-41,Away,"BARRETT,BRIDGET missed layup",0,Bridget Barrett,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Ashley Gao",0,6,
2729,"November 27, 2022",Home,Carthage,3,05:37,38-41,Home,"BRODNIK,MALLORY defensive rebound",0,Mallory Brodnik,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Ashley Gao",0,6,
2730,"November 27, 2022",Home,Carthage,3,05:25,38-41,Home,"HYNES,GRACE missed 3-pt. jump shot",0,Grace Hynes,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Ashley Gao",0,6,
2731,"November 27, 2022",Home,Carthage,3,05:23,38-41,Away,"BARRETT,BRIDGET defensive rebound",0,Bridget Barrett,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Ashley Gao",0,6,
2732,"November 27, 2022",Home,Carthage,3,05:12,38-41,Away,"KNIGHT,LAUREN missed layup",0,Lauren Knight,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Ashley Gao",0,6,
2733,"November 27, 2022",Home,Carthage,3,05:12,38-41,Home,"Block by BRODNIK,MALLORY",0,Mallory Brodnik,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Ashley Gao",0,6,
2734,"November 27, 2022",Home,Carthage,3,05:12,38-41,Away,TEAM offensive rebound,0,,"Mallory Brodnik, Marissa Powe, Ellie Gross, Grace Hynes, Ashley Gao",0,6,
2735,"November 27, 2022",Home,Carthage,3,05:12,38-41,Home,"HYNES,GRACE goes to the bench",1,Grace Hynes,"Mallory Brodnik, Marissa Powe, Ellie Gross, Ashley Gao",0,6,
2736,"November 27, 2022",Home,Carthage,3,05:12,38-41,Home,"ALFARO,BELLA enters the game",1,Bella Alfaro,"Mallory Brodnik, Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro",0,6,
2737,"November 27, 2022",Home,Carthage,3,05:03,40-41,Away,"MORRISSEY,MARIANNA made jump shot",0,Marianna Morrissey,"Mallory Brodnik, Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro",2,6,
2738,"November 27, 2022",Home,Carthage,3,05:03,40-41,Away,"Assist by KNIGHT,LAUREN",0,Lauren Knight,"Mallory Brodnik, Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro",0,6,
2739,"November 27, 2022",Home,Carthage,3,04:46,40-43,Home,"POWE,MARISSA made layup",0,Marissa Powe,"Mallory Brodnik, Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro",2,6,
2740,"November 27, 2022",Home,Carthage,3,04:26,43-43,Away,"KNIGHT,LAUREN made 3-pt. jump shot",0,Lauren Knight,"Mallory Brodnik, Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro",3,6,
2741,"November 27, 2022",Home,Carthage,3,04:26,43-43,Away,"Assist by ESTER,AYANNA",0,Ayanna Ester,"Mallory Brodnik, Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro",0,6,
2742,"November 27, 2022",Home,Carthage,3,04:00,43-43,Home,"BRODNIK,MALLORY goes to the bench",1,Mallory Brodnik,"Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro",0,6,
2743,"November 27, 2022",Home,Carthage,3,04:00,43-43,Home,"CARTER,LINDSEY enters the game",1,Lindsey Carter,"Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro, Lindsey Carter",0,6,
2744,"November 27, 2022",Home,Carthage,3,04:00,43-43,Away,"ESTER,AYANNA goes to the bench",1,Ayanna Ester,"Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro, Lindsey Carter",0,6,
2745,"November 27, 2022",Home,Carthage,3,04:00,43-43,Away,"BARRETT,BRIDGET goes to the bench",1,Bridget Barrett,"Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro, Lindsey Carter",0,6,
2746,"November 27, 2022",Home,Carthage,3,04:00,43-43,Away,"SPEAR,MARGUERET enters the game",1,Margueret Spear,"Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro, Lindsey Carter",0,6,
2747,"November 27, 2022",Home,Carthage,3,04:00,43-43,Away,"KNEBEL,ELENA enters the game",1,Elena Knebel,"Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro, Lindsey Carter",0,6,
2748,"November 27, 2022",Home,Carthage,3,03:54,43-43,Home,"GROSS,ELLIE missed jump shot",0,Ellie Gross,"Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro, Lindsey Carter",0,6,
2749,"November 27, 2022",Home,Carthage,3,03:51,43-43,Away,"KNIGHT,LAUREN defensive rebound",0,Lauren Knight,"Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro, Lindsey Carter",0,6,
2750,"November 27, 2022",Home,Carthage,3,03:39,46-43,Away,"SPEAR,MARGUERET made 3-pt. jump shot",0,Margueret Spear,"Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro, Lindsey Carter",3,6,
2751,"November 27, 2022",Home,Carthage,3,03:39,46-43,Away,"Assist by MORRISSEY,MARIANNA",0,Marianna Morrissey,"Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro, Lindsey Carter",0,6,
2752,"November 27, 2022",Home,Carthage,3,03:19,46-46,Home,"GROSS,ELLIE made 3-pt. jump shot",0,Ellie Gross,"Marissa Powe, Ellie Gross, Ashley Gao, Bella Alfaro, Lindsey Carter",3,6,
