,Time,Action,Team
404,08:05,"GRESKO,CAITLIN made free throw",Opponent
405,07:53,"Turnover by AUZA,MARIANE",Emory
406,07:47,"KENNEDY,ABBY missed 3-pt. jump shot",Opponent
407,07:47,"ARONSKY,DANIELLA defensive rebound",Emory
408,07:33,"Turnover by ARONSKY,DANIELLA",Emory
409,07:23,"GRESKO,CAITLIN made layup",Opponent
410,07:17,"Foul by BROCK,CLAIRE",Emory
411,07:16,"GRESKO,CAITLIN made free throw",Opponent
412,07:16,"MUNSON,IZZY
                                 enters the game",Emory
413,07:16,"AUZA,MARIANE
                                 goes to the bench",Emory
414,07:14,"ARONSKY,DANIELLA made 3-pt. jump shot",Emory
415,06:55,"Turnover by KENNEDY,ABBY",Opponent
416,06:55,"GONZALEZ,SELENYA
                                 enters the game",Opponent
417,06:55,"OHM,LULU
                                 goes to the bench",Opponent
418,06:34,"MUNSON,IZZY missed jump shot",Emory
419,06:34,"KENNEDY,ABBY defensive rebound",Opponent
420,06:11,"GRESKO,CAITLIN made 3-pt. jump shot",Opponent
421,06:02,"MUNSON,IZZY made layup",Emory
422,06:02,"Assist by ARONSKY,DANIELLA",Emory
423,06:00,FULL TIMEOUT by Emory,Emory
424,06:00,"KENNEDY,LILY
                                 enters the game",Emory
425,06:00,"BROCK,CLAIRE
                                 goes to the bench",Emory
426,05:44,"Foul by SMALLY,SHANNON",Opponent
427,05:44,"Turnover by SMALLY,SHANNON",Opponent
428,05:35,"KREUSSER,CHLOE made layup",Emory
429,05:35,"Assist by ARONSKY,DANIELLA",Emory
430,05:16,"Foul by MUNSON,IZZY",Emory
431,05:16,"Foul by MUNSON,IZZY",Emory
432,05:16,"SMALLY,SHANNON made free throw",Opponent
433,05:16,"SMALLY,SHANNON made free throw",Opponent
434,05:16,"MARTINI,KATHERINE
                                 enters the game",Emory
435,05:16,"GROSS,PAIGE
                                 enters the game",Emory
436,05:16,"GERY,LILAH
                                 enters the game",Emory
437,05:16,"MARTIN,ERIN
                                 goes to the bench",Emory
438,05:16,"KREUSSER,CHLOE
                                 goes to the bench",Emory
439,05:16,"ARONSKY,DANIELLA
                                 goes to the bench",Emory
440,05:09,"KENNEDY,LILY made 3-pt. jump shot",Emory
441,05:09,"Assist by GERY,LILAH",Emory
442,04:55,"Turnover by CELLER,CHLOE",Opponent
443,04:55,"MIRES,LILY
                                 enters the game",Opponent
444,04:55,"KENNEDY,ABBY
                                 goes to the bench",Opponent
445,04:33,"MUNSON,IZZY missed jump shot",Emory
446,04:33,TEAM defensive rebound,Opponent
447,04:17,"CELLER,CHLOE missed 3-pt. jump shot",Opponent
448,04:17,"MUNSON,IZZY defensive rebound",Emory
449,04:09,"MARTINI,KATHERINE missed jump shot",Emory
450,04:09,TEAM defensive rebound,Opponent
451,03:56,"LOWNDES,CHARLOTTE
                                 enters the game",Emory
452,03:56,"MUNSON,IZZY
                                 goes to the bench",Emory
453,03:56,"WILLIAMS,MAYA
                                 enters the game",Opponent
454,03:56,"SMALLY,SHANNON
                                 goes to the bench",Opponent
455,03:47,"Foul by LOWNDES,CHARLOTTE",Emory
456,03:47,"JAMES,MOLLY made free throw",Opponent
457,03:47,"JAMES,MOLLY made free throw",Opponent
458,03:29,"KENNEDY,LILY missed layup",Emory
459,03:29,"MARTINI,KATHERINE offensive rebound",Emory
460,03:21,"GERY,LILAH missed 3-pt. jump shot",Emory
461,03:21,TEAM defensive rebound,Opponent
462,03:20,"KREUSSER,CHLOE
                                 enters the game",Emory
