,X,Y,Region
297,0.2,12.4,Left Corner
298,0.2,12.600000000000001,Left Corner
299,0.2,12.8,Left Corner
300,0.2,13.0,Left Corner
301,0.2,13.200000000000001,Left Corner
302,0.2,13.4,Left Corner
303,0.2,13.600000000000001,Left Corner
304,0.2,13.8,Left Corner
305,0.2,14.0,Left Corner
306,0.2,14.200000000000001,Left Wing
307,0.2,14.4,Left Wing
308,0.2,14.600000000000001,Left Wing
309,0.2,14.8,Left Wing
310,0.2,15.0,Left Wing
311,0.2,15.200000000000001,Left Wing
312,0.2,15.4,Left Wing
313,0.2,15.600000000000001,Left Wing
314,0.2,15.8,Left Wing
315,0.2,16.0,Left Wing
316,0.2,16.2,Left Wing
317,0.2,16.400000000000002,Left Wing
318,0.2,16.6,Left Wing
319,0.2,16.8,Left Wing
320,0.2,17.0,Left Wing
321,0.2,17.2,Left Wing
322,0.2,17.400000000000002,Left Wing
323,0.2,17.6,Left Wing
324,0.2,17.8,Left Wing
325,0.2,18.0,Left Wing
326,0.2,18.2,Left Wing
327,0.2,18.400000000000002,Left Wing
328,0.2,18.6,Left Wing
329,0.2,18.8,Left Wing
330,0.2,19.0,Left Wing
331,0.2,19.200000000000003,Left Wing
332,0.2,19.400000000000002,Left Wing
333,0.2,19.6,Left Wing
334,0.2,19.8,Left Wing
335,0.2,20.0,Left Wing
336,0.2,20.200000000000003,Left Wing
337,0.2,20.400000000000002,Left Wing
338,0.2,20.6,Left Wing
339,0.2,20.8,Left Wing
340,0.2,21.0,Left Wing
341,0.2,21.200000000000003,Left Wing
342,0.2,21.400000000000002,Left Wing
343,0.2,21.6,Left Wing
344,0.2,21.8,Left Wing
345,0.2,22.0,Left Wing
346,0.2,22.200000000000003,Left Wing
347,0.2,22.400000000000002,Left Wing
348,0.2,22.6,Left Wing
349,0.2,22.8,Left Wing
350,0.2,23.0,Left Wing
351,0.2,23.200000000000003,Left Wing
352,0.2,23.400000000000002,Left Wing
353,0.2,23.6,Left Wing
354,0.2,23.8,Left Wing
355,0.2,24.0,Left Wing
356,0.2,24.200000000000003,Left Wing
357,0.2,24.400000000000002,Left Wing
358,0.2,24.6,Left Wing
359,0.2,24.8,Left Wing
360,0.2,25.0,Left Wing
361,0.2,25.200000000000003,Left Wing
362,0.2,25.400000000000002,Left Wing
363,0.2,25.6,Left Wing
364,0.2,25.8,Left Wing
365,0.2,26.0,Left Wing
366,0.2,26.200000000000003,Left Wing
367,0.2,26.400000000000002,Left Wing
368,0.2,26.6,Left Wing
369,0.2,26.8,Left Wing
370,0.2,27.0,Left Wing
371,0.2,27.200000000000003,Left Wing
372,0.2,27.400000000000002,Left Wing
373,0.2,27.6,Left Wing
374,0.2,27.8,Left Wing
375,0.2,28.0,Left Wing
376,0.2,28.200000000000003,Left Wing
377,0.2,28.400000000000002,Left Wing
378,0.2,28.6,Left Wing
379,0.2,28.8,Left Wing
380,0.2,29.0,Left Wing
381,0.2,29.200000000000003,Left Wing
382,0.2,29.400000000000002,Left Wing
383,0.2,29.6,Left Wing
384,0.2,29.8,Left Wing
385,0.2,30.0,Left Wing
386,0.2,30.200000000000003,Left Wing
387,0.2,30.400000000000002,Left Wing
388,0.2,30.6,Left Wing
389,0.2,30.8,Left Wing
390,0.2,31.0,Left Wing
391,0.2,31.200000000000003,Left Wing
392,0.2,31.400000000000002,Left Wing
393,0.2,31.6,Left Wing
394,0.2,31.8,Left Wing
395,0.2,32.0,Left Wing
396,0.2,32.2,Left Wing
397,0.2,32.4,Left Wing
398,0.2,32.6,Left Wing
399,0.2,32.800000000000004,Left Wing
400,0.2,33.0,Left Wing
401,0.2,33.2,Left Wing
402,0.2,33.4,Left Wing
403,0.2,33.6,Left Wing
404,0.2,33.800000000000004,Left Wing
405,0.2,34.0,Left Wing
406,0.2,34.2,Left Wing
407,0.2,34.4,Left Wing
408,0.2,34.6,Left Wing
409,0.2,34.800000000000004,Left Wing
410,0.2,35.0,Left Wing
411,0.2,35.2,Left Wing
412,0.2,35.4,Left Wing
413,0.2,35.6,Left Wing
414,0.2,35.800000000000004,Left Wing
415,0.2,36.0,Left Wing
416,0.2,36.2,Left Wing
417,0.2,36.4,Left Wing
418,0.2,36.6,Left Wing
419,0.2,36.800000000000004,Left Wing
420,0.2,37.0,Left Wing
421,0.2,37.2,Left Wing
422,0.2,37.4,Left Wing
423,0.2,37.6,Left Wing
424,0.2,37.800000000000004,Left Wing
425,0.2,38.0,Left Wing
426,0.2,38.2,Left Wing
427,0.2,38.400000000000006,Left Wing
428,0.2,38.6,Left Wing
429,0.2,38.800000000000004,Left Wing
430,0.2,39.0,Left Wing
431,0.2,39.2,Left Wing
432,0.2,39.400000000000006,Left Wing
433,0.2,39.6,Left Wing
434,0.2,39.800000000000004,Left Wing
435,0.2,40.0,Left Wing
436,0.2,40.2,Left Wing
437,0.2,40.400000000000006,Left Wing
438,0.2,40.6,Left Wing
439,0.2,40.800000000000004,Left Wing
440,0.2,41.0,Left Wing
441,0.2,41.2,Left Wing
442,0.2,41.400000000000006,Left Wing
443,0.2,41.6,Left Wing
444,0.2,41.800000000000004,Left Wing
445,0.2,42.0,Left Wing
446,0.2,42.2,Left Wing
447,0.2,42.400000000000006,Left Wing
448,0.2,42.6,Left Wing
449,0.2,42.800000000000004,Left Wing
450,0.2,43.0,Left Wing
451,0.2,43.2,Left Wing
452,0.2,43.400000000000006,Left Wing
453,0.2,43.6,Left Wing
454,0.2,43.800000000000004,Left Wing
455,0.2,44.0,Left Wing
456,0.2,44.2,Left Wing
457,0.2,44.400000000000006,Left Wing
458,0.2,44.6,Left Wing
459,0.2,44.800000000000004,Left Wing
460,0.2,45.0,Left Wing
461,0.2,45.2,Left Wing
462,0.2,45.400000000000006,Left Wing
463,0.2,45.6,Left Wing
464,0.2,45.800000000000004,Left Wing
465,0.2,46.0,Left Wing
466,0.2,46.2,Left Wing
467,0.2,46.400000000000006,Left Wing
468,0.2,46.6,Left Wing
469,0.2,46.800000000000004,Out of Bounds
470,0.4,0.0,Out of Bounds
471,0.4,0.2,Left Corner
472,0.4,0.4,Left Corner
473,0.4,0.6000000000000001,Left Corner
474,0.4,0.8,Left Corner
475,0.4,1.0,Left Corner
476,0.4,1.2000000000000002,Left Corner
477,0.4,1.4000000000000001,Left Corner
478,0.4,1.6,Left Corner
479,0.4,1.8,Left Corner
480,0.4,2.0,Left Corner
481,0.4,2.2,Left Corner
482,0.4,2.4000000000000004,Left Corner
483,0.4,2.6,Left Corner
484,0.4,2.8000000000000003,Left Corner
485,0.4,3.0,Left Corner
486,0.4,3.2,Left Corner
487,0.4,3.4000000000000004,Left Corner
488,0.4,3.6,Left Corner
489,0.4,3.8000000000000003,Left Corner
490,0.4,4.0,Left Corner
491,0.4,4.2,Left Corner
492,0.4,4.4,Left Corner
493,0.4,4.6000000000000005,Left Corner
494,0.4,4.800000000000001,Left Corner
495,0.4,5.0,Left Corner
496,0.4,5.2,Left Corner
497,0.4,5.4,Left Corner
498,0.4,5.6000000000000005,Left Corner
499,0.4,5.800000000000001,Left Corner
500,0.4,6.0,Left Corner
501,0.4,6.2,Left Corner
502,0.4,6.4,Left Corner
503,0.4,6.6000000000000005,Left Corner
504,0.4,6.800000000000001,Left Corner
505,0.4,7.0,Left Corner
506,0.4,7.2,Left Corner
507,0.4,7.4,Left Corner
508,0.4,7.6000000000000005,Left Corner
509,0.4,7.800000000000001,Left Corner
510,0.4,8.0,Left Corner
511,0.4,8.200000000000001,Left Corner
512,0.4,8.4,Left Corner
513,0.4,8.6,Left Corner
514,0.4,8.8,Left Corner
515,0.4,9.0,Left Corner
516,0.4,9.200000000000001,Left Corner
517,0.4,9.4,Left Corner
518,0.4,9.600000000000001,Left Corner
519,0.4,9.8,Left Corner
520,0.4,10.0,Left Corner
521,0.4,10.200000000000001,Left Corner
522,0.4,10.4,Left Corner
523,0.4,10.600000000000001,Left Corner
524,0.4,10.8,Left Corner
525,0.4,11.0,Left Corner
526,0.4,11.200000000000001,Left Corner
527,0.4,11.4,Left Corner
528,0.4,11.600000000000001,Left Corner
529,0.4,11.8,Left Corner
530,0.4,12.0,Left Corner
531,0.4,12.200000000000001,Left Corner
532,0.4,12.4,Left Corner
533,0.4,12.600000000000001,Left Corner
534,0.4,12.8,Left Corner
535,0.4,13.0,Left Corner
536,0.4,13.200000000000001,Left Corner
537,0.4,13.4,Left Corner
538,0.4,13.600000000000001,Left Corner
539,0.4,13.8,Left Corner
540,0.4,14.0,Left Corner
541,0.4,14.200000000000001,Left Wing
542,0.4,14.4,Left Wing
543,0.4,14.600000000000001,Left Wing
544,0.4,14.8,Left Wing
545,0.4,15.0,Left Wing
546,0.4,15.200000000000001,Left Wing
547,0.4,15.4,Left Wing
548,0.4,15.600000000000001,Left Wing
549,0.4,15.8,Left Wing
550,0.4,16.0,Left Wing
551,0.4,16.2,Left Wing
552,0.4,16.400000000000002,Left Wing
553,0.4,16.6,Left Wing
554,0.4,16.8,Left Wing
555,0.4,17.0,Left Wing
556,0.4,17.2,Left Wing
557,0.4,17.400000000000002,Left Wing
558,0.4,17.6,Left Wing
559,0.4,17.8,Left Wing
560,0.4,18.0,Left Wing
561,0.4,18.2,Left Wing
562,0.4,18.400000000000002,Left Wing
563,0.4,18.6,Left Wing
564,0.4,18.8,Left Wing
565,0.4,19.0,Left Wing
566,0.4,19.200000000000003,Left Wing
567,0.4,19.400000000000002,Left Wing
568,0.4,19.6,Left Wing
569,0.4,19.8,Left Wing
570,0.4,20.0,Left Wing
571,0.4,20.200000000000003,Left Wing
572,0.4,20.400000000000002,Left Wing
573,0.4,20.6,Left Wing
574,0.4,20.8,Left Wing
575,0.4,21.0,Left Wing
576,0.4,21.200000000000003,Left Wing
577,0.4,21.400000000000002,Left Wing
578,0.4,21.6,Left Wing
579,0.4,21.8,Left Wing
580,0.4,22.0,Left Wing
581,0.4,22.200000000000003,Left Wing
582,0.4,22.400000000000002,Left Wing
583,0.4,22.6,Left Wing
584,0.4,22.8,Left Wing
585,0.4,23.0,Left Wing
586,0.4,23.200000000000003,Left Wing
587,0.4,23.400000000000002,Left Wing
588,0.4,23.6,Left Wing
589,0.4,23.8,Left Wing
590,0.4,24.0,Left Wing
591,0.4,24.200000000000003,Left Wing
592,0.4,24.400000000000002,Left Wing
593,0.4,24.6,Left Wing
594,0.4,24.8,Left Wing
595,0.4,25.0,Left Wing
596,0.4,25.200000000000003,Left Wing
597,0.4,25.400000000000002,Left Wing
598,0.4,25.6,Left Wing
599,0.4,25.8,Left Wing
600,0.4,26.0,Left Wing
601,0.4,26.200000000000003,Left Wing
602,0.4,26.400000000000002,Left Wing
603,0.4,26.6,Left Wing
604,0.4,26.8,Left Wing
605,0.4,27.0,Left Wing
606,0.4,27.200000000000003,Left Wing
607,0.4,27.400000000000002,Left Wing
608,0.4,27.6,Left Wing
609,0.4,27.8,Left Wing
610,0.4,28.0,Left Wing
611,0.4,28.200000000000003,Left Wing
612,0.4,28.400000000000002,Left Wing
613,0.4,28.6,Left Wing
614,0.4,28.8,Left Wing
615,0.4,29.0,Left Wing
616,0.4,29.200000000000003,Left Wing
617,0.4,29.400000000000002,Left Wing
618,0.4,29.6,Left Wing
619,0.4,29.8,Left Wing
620,0.4,30.0,Left Wing
621,0.4,30.200000000000003,Left Wing
622,0.4,30.400000000000002,Left Wing
623,0.4,30.6,Left Wing
624,0.4,30.8,Left Wing
625,0.4,31.0,Left Wing
626,0.4,31.200000000000003,Left Wing
627,0.4,31.400000000000002,Left Wing
628,0.4,31.6,Left Wing
629,0.4,31.8,Left Wing
630,0.4,32.0,Left Wing
631,0.4,32.2,Left Wing
632,0.4,32.4,Left Wing
633,0.4,32.6,Left Wing
634,0.4,32.800000000000004,Left Wing
635,0.4,33.0,Left Wing
636,0.4,33.2,Left Wing
637,0.4,33.4,Left Wing
638,0.4,33.6,Left Wing
639,0.4,33.800000000000004,Left Wing
640,0.4,34.0,Left Wing
641,0.4,34.2,Left Wing
642,0.4,34.4,Left Wing
643,0.4,34.6,Left Wing
644,0.4,34.800000000000004,Left Wing
645,0.4,35.0,Left Wing
646,0.4,35.2,Left Wing
647,0.4,35.4,Left Wing
648,0.4,35.6,Left Wing
649,0.4,35.800000000000004,Left Wing
650,0.4,36.0,Left Wing
651,0.4,36.2,Left Wing
652,0.4,36.4,Left Wing
653,0.4,36.6,Left Wing
654,0.4,36.800000000000004,Left Wing
655,0.4,37.0,Left Wing
656,0.4,37.2,Left Wing
657,0.4,37.4,Left Wing
658,0.4,37.6,Left Wing
659,0.4,37.800000000000004,Left Wing
660,0.4,38.0,Left Wing
661,0.4,38.2,Left Wing
662,0.4,38.400000000000006,Left Wing
663,0.4,38.6,Left Wing
664,0.4,38.800000000000004,Left Wing
665,0.4,39.0,Left Wing
666,0.4,39.2,Left Wing
667,0.4,39.400000000000006,Left Wing
668,0.4,39.6,Left Wing
669,0.4,39.800000000000004,Left Wing
670,0.4,40.0,Left Wing
671,0.4,40.2,Left Wing
672,0.4,40.400000000000006,Left Wing
673,0.4,40.6,Left Wing
674,0.4,40.800000000000004,Left Wing
675,0.4,41.0,Left Wing
676,0.4,41.2,Left Wing
677,0.4,41.400000000000006,Left Wing
678,0.4,41.6,Left Wing
679,0.4,41.800000000000004,Left Wing
680,0.4,42.0,Left Wing
681,0.4,42.2,Left Wing
682,0.4,42.400000000000006,Left Wing
683,0.4,42.6,Left Wing
684,0.4,42.800000000000004,Left Wing
685,0.4,43.0,Left Wing
686,0.4,43.2,Left Wing
687,0.4,43.400000000000006,Left Wing
688,0.4,43.6,Left Wing
689,0.4,43.800000000000004,Left Wing
690,0.4,44.0,Left Wing
691,0.4,44.2,Left Wing
692,0.4,44.400000000000006,Left Wing
693,0.4,44.6,Left Wing
694,0.4,44.800000000000004,Left Wing
695,0.4,45.0,Left Wing
696,0.4,45.2,Left Wing
697,0.4,45.400000000000006,Left Wing
698,0.4,45.6,Left Wing
699,0.4,45.800000000000004,Left Wing
700,0.4,46.0,Left Wing
701,0.4,46.2,Left Wing
702,0.4,46.400000000000006,Left Wing
703,0.4,46.6,Left Wing
704,0.4,46.800000000000004,Out of Bounds
705,0.6000000000000001,0.0,Out of Bounds
706,0.6000000000000001,0.2,Left Corner
707,0.6000000000000001,0.4,Left Corner
708,0.6000000000000001,0.6000000000000001,Left Corner
709,0.6000000000000001,0.8,Left Corner
710,0.6000000000000001,1.0,Left Corner
711,0.6000000000000001,1.2000000000000002,Left Corner
712,0.6000000000000001,1.4000000000000001,Left Corner
713,0.6000000000000001,1.6,Left Corner
714,0.6000000000000001,1.8,Left Corner
715,0.6000000000000001,2.0,Left Corner
716,0.6000000000000001,2.2,Left Corner
717,0.6000000000000001,2.4000000000000004,Left Corner
718,0.6000000000000001,2.6,Left Corner
719,0.6000000000000001,2.8000000000000003,Left Corner
720,0.6000000000000001,3.0,Left Corner
721,0.6000000000000001,3.2,Left Corner
722,0.6000000000000001,3.4000000000000004,Left Corner
723,0.6000000000000001,3.6,Left Corner
724,0.6000000000000001,3.8000000000000003,Left Corner
725,0.6000000000000001,4.0,Left Corner
726,0.6000000000000001,4.2,Left Corner
727,0.6000000000000001,4.4,Left Corner
728,0.6000000000000001,4.6000000000000005,Left Corner
729,0.6000000000000001,4.800000000000001,Left Corner
730,0.6000000000000001,5.0,Left Corner
731,0.6000000000000001,5.2,Left Corner
732,0.6000000000000001,5.4,Left Corner
733,0.6000000000000001,5.6000000000000005,Left Corner
734,0.6000000000000001,5.800000000000001,Left Corner
735,0.6000000000000001,6.0,Left Corner
736,0.6000000000000001,6.2,Left Corner
737,0.6000000000000001,6.4,Left Corner
738,0.6000000000000001,6.6000000000000005,Left Corner
739,0.6000000000000001,6.800000000000001,Left Corner
740,0.6000000000000001,7.0,Left Corner
741,0.6000000000000001,7.2,Left Corner
742,0.6000000000000001,7.4,Left Corner
743,0.6000000000000001,7.6000000000000005,Left Corner
744,0.6000000000000001,7.800000000000001,Left Corner
745,0.6000000000000001,8.0,Left Corner
746,0.6000000000000001,8.200000000000001,Left Corner
747,0.6000000000000001,8.4,Left Corner
748,0.6000000000000001,8.6,Left Corner
749,0.6000000000000001,8.8,Left Corner
750,0.6000000000000001,9.0,Left Corner
751,0.6000000000000001,9.200000000000001,Left Corner
752,0.6000000000000001,9.4,Left Corner
753,0.6000000000000001,9.600000000000001,Left Corner
754,0.6000000000000001,9.8,Left Corner
755,0.6000000000000001,10.0,Left Corner
